2.00020003E8, 0
5.0006252625E7, 1
1.7971018125E7, 2
6543796.399902344, 3
2383725.8877563477, 4
868337.0305652618, 5
316316.48455667496, 6
115228.26752685755, 7
41976.51639852207, 8
15292.61057316899, 9
5572.285541506644, 10
2031.39766176355, 11
741.534726514821, 12
271.66771907679396, 13
100.50611837834924, 14
38.155936114237235, 15
15.443217767923537, 16
7.1695037875250875, 17
4.155582600915956, 18
3.0576813511734637, 19
2.657741512155221, 20
2.5120527492801865, 21
2.4589817281982134, 22
2.439649192022454, 23
2.432606799632646, 24
2.430041420205905, 25
2.4291069122661493, 26