2.0, 0
0.11520922643890127, 1
0.005104790126287288, 2
0.0016389778685267863, 3
9.065913758819161E-4, 4
5.743742668511447E-4, 5
4.027690365628937E-4, 6
2.979834500109778E-4, 7
2.294670843311672E-4, 8
1.8211523147996516E-4, 9
1.481014263910105E-4, 10
1.2279689386949857E-4, 11
1.0353723296387251E-4, 12
8.847651011881062E-5, 13
7.648217938316063E-5, 14
6.677093209183414E-5, 15
5.8807942010422034E-5, 16
5.218871197976619E-5, 17
4.6628877680813465E-5, 18
4.191232851173368E-5, 19
3.787967086739103E-5, 20
3.4402162331446123E-5, 21
3.138271672213966E-5, 22
2.874400572285371E-5, 23
2.6425629759195315E-5, 24
2.4376816258500446E-5, 25
2.2557456388936752E-5, 26
2.0934420670113086E-5, 27
1.948081150549098E-5, 28
1.8173501257249795E-5, 29
1.699354857718251E-5, 30
1.592488644688655E-5, 31
1.4954127970741062E-5, 32
1.4069498671344874E-5, 33
1.3261126222246357E-5, 34
1.2520470287349618E-5, 35
1.1840252012215012E-5, 36
1.1213995801784521E-5, 37
1.0636155360837769E-5, 38
1.0101852770172625E-5, 39
9.606866607841837E-6, 40
9.147389007906151E-6, 41
8.72010962379515E-6, 42
8.322082851207404E-6, 43
7.950722887419671E-6, 44
7.603675996432599E-6, 45
7.278868985263229E-6, 46
6.97443791477108E-6, 47
6.68872850571359E-6, 48
6.420222066573446E-6, 49
6.1675670141103074E-6, 50
5.929537617833919E-6, 51
5.705035412547455E-6, 52
5.493045819680078E-6, 53
5.292657412810315E-6, 54
5.103037533898758E-6, 55
4.92343418250716E-6, 56
4.7531483192932825E-6, 57
4.59154735304326E-6, 58
4.4380496967867365E-6, 59
4.292126266895693E-6, 60
4.153283159121314E-6, 61
4.021070243416738E-6, 62
3.895071404970323E-6, 63
3.774905928511277E-6, 64
3.6602165932604072E-6, 65
3.5506760708774003E-6, 66
3.445980306541764E-6, 67
3.3458495225350238E-6, 68
3.2500204186743458E-6, 69
3.1582503899490185E-6, 70
3.070313089592141E-6, 71
2.9859993318028484E-6, 72
2.9051114603116916E-6, 73
2.827466571019814E-6, 74
2.7528933877508E-6, 75
2.6812329114443483E-6, 76
2.6123345143384765E-6, 77
2.5460582077744873E-6, 78
2.482272457381867E-6, 79
2.420854716347238E-6, 80
2.361688524633087E-6, 81
2.3046652747125637E-6, 82
2.2496826036314316E-6, 83
2.196644796531451E-6, 84
2.1454607097732353E-6, 85
2.096045042592363E-6, 86
2.0483171729827674E-6, 87
2.00220149501882E-6, 88
1.957625824860477E-6, 89
1.914522414329015E-6, 90
1.8728270710879141E-6, 91
1.8324794173556516E-6, 92
1.7934217074598833E-6, 93
1.7555995858799834E-6, 94
1.7189614304679379E-6, 95
1.6834585670349168E-6, 96
1.6490443434915879E-6, 97
1.6156747420408222E-6, 98
1.5833078695637383E-6, 99
1.5519041259175442E-6, 100
1.5214255015962206E-6, 101
1.491836044476944E-6, 102
1.4631014706150104E-6, 103
1.4351893054976154E-6, 104
1.4080683217130729E-6, 105
1.3817089225083314E-6, 106
1.3560828336581932E-6, 107
1.3311632152977947E-6, 108
1.3069242271480286E-6, 109
1.2833413261238657E-6, 110
1.2603910267579042E-6, 111
1.2380509955080318E-6, 112
1.2162996958124318E-6, 113
1.195116637481005E-6, 114
1.1744821825549932E-6, 115
1.1543776219146132E-6, 116
1.134784894844566E-6, 117
1.1156867867745922E-6, 118
1.0970667750133892E-6, 119
1.0789090941201416E-6, 120
1.06119850414857E-6, 121
1.0439204575748534E-6, 122
1.027060972347738E-6, 123
1.0106066860593942E-6, 124
9.945446693462754E-7, 125
9.788625605195427E-7, 126
9.635484637631332E-7, 127
9.485909944450678E-7, 128
9.33979124388376E-7, 129
9.197022953858789E-7, 130
9.057503351032855E-7, 131
8.92113494592167E-7, 132
8.787823221917381E-7, 133
8.657477564999232E-7, 134
8.530010573597467E-7, 135
8.405338383771295E-7, 136
8.283379605973386E-7, 137
8.164056118131543E-7, 138
8.047292488956661E-7, 139
7.933016251030866E-7, 140
7.821157019988796E-7, 141
7.711647154969131E-7, 142
7.604421280573045E-7, 143
7.499416521541005E-7, 144
7.396571755353594E-7, 145
7.295828179709881E-7, 146
7.197128907998248E-7, 147